article_id,garment_types,brand,Fabric,Pattern,Collar,Fastening,Neckline,Shape,Length,Fit,Color,sample
L2521C0GX-G11,casual_dress,Liu Jo Jeans,Chiffon,Floral,Turn-down collar,Button,Missing,Fitted,Calf-length,Regular Fit,Red,train
WEB21C06R-B11,maxi_dress,Weekday,Jersey,Plain,Standing collar,Laces,Missing,Fitted,Long,Slim Fit,White,train
ONR21C005-N11,casual_dress,ONLY MATERNITY,Lace,Plain,Standing collar,Button,V-neck,Flared,Knee-length,Regular Fit,Grey,val
ERE21C01Q-K11,occasion_dress,Erdem,Missing,Floral,Standing collar,Zip,Crew neck,Fitted,Long,Regular Fit,Blue,train
L0S21C07F-K11,casual_dress,Lauren Ralph Lauren Woman,Chiffon,Floral,Standing collar,Laces,Low-cut v-neck,Fitted,Short,Regular Fit,Brown,train
UR621C006-N11,jersey_dress,Urban Classics,Jersey,Plain,Standing collar,Missing,Missing,Straight,Calf-length,Regular Fit,Brown,train
STH21C169-M11,shift_dress,Stradivarius,Missing,Plain,Missing,Zip,Square neck,Fitted,Short,Slim Fit,Beige,train
Y0121C2M7-A11,casual_dress,YAS,Missing,Plain,Missing,Belt,Cache-coeur,Fitted,Short,Regular Fit,White,train
MA321C0YN-K11,knitted_dress,Marc O'Polo,Knit,Plain,Polo neck,Missing,Missing,Straight,Calf-length,Regular Fit,Grey,train
KA321C0OL-K11,denim_dress,Kaffe,Denim,Marl,Standing collar,Missing,Missing,Missing,Calf-length,Loose Fit,Blue,train
K3W21C00W-Q11,jersey_dress,Karl Lagerfeld Jeans,Rib,Print,Standing collar,Missing,Crew neck,Body-hugging,Short,Skinny Fit,Black,train
VM321C10H-K12,knitted_dress,Vera Mont,Knit,Plain,Standing collar,Missing,Crew neck,Flared,Knee-length,Slim Fit,Grey,train
Y0321C05I-M11,casual_dress,someday.,Missing,Print,Standing collar,Button,Crew neck,Straight,Calf-length,Regular Fit,Beige,train
IC221C0MM-I11,evening_dress,ICHI,Missing,Plain,Standing collar,Missing,Low-cut v-neck,Straight,Knee-length,Regular Fit,Purple,train
NII21C03V-A11,maxi_dress,Nicowa,Chiffon,Plain,Ruffle collar,Zip,Missing,Fitted,Long,Slim Fit,White,train
ON321C352-Q11,knitted_dress,ONLY,Rib,Plain,Standing collar,Missing,Low-cut v-neck,Body-hugging,Knee-length,Skinny Fit,Black,train
ES121C2B6-Q11,knitted_dress,Esprit,Knit,Missing,Missing,Missing,Crew neck,Straight,Short,Loose Fit,Beige,train
P2121C0JF-M11,casual_dress,Part Two,Jersey,Floral,Standing collar,Laces,V-neck,Fitted,Calf-length,Loose Fit,Beige,train
M9121C6KT-Q11,casual_dress,Mango,Jersey,Plain,Standing collar,Laces,Backless,Flared,Calf-length,Regular Fit,Black,val
CR221C0W2-L11,jersey_dress,Cream,Jersey,Plain,Standing collar,Missing,Low-cut v-neck,Flared,Calf-length,Slim Fit,Green,train
L4221C1LL-J11,jersey_dress,Lauren Ralph Lauren,Jersey,Plain,Missing,Zip,Cache-coeur,Fitted,Knee-length,Slim Fit,Beige,train
SO221C1CH-M11,casual_dress,s.Oliver,Missing,Marl,Standing collar,Laces,Backless,Fitted,Knee-length,Regular Fit,Green,train
L2521C0EP-Q11,jersey_dress,Liu Jo Jeans,Jersey,Plain,Standing collar,Zip,Crew neck,Fitted,Knee-length,Regular Fit,Black,train
ON321C3GC-G11,jersey_dress,ONLY,Jersey,Plain,Standing collar,Missing,Crew neck,Body-hugging,Calf-length,Skinny Fit,Red,val
EV421C1DY-K11,evening_dress,Even&Odd,Jersey,Plain,Standing collar,Missing,Crew neck,Body-hugging,Knee-length,Skinny Fit,Blue,train
GE221C0JZ-K11,denim_dress,Gestuz,Denim,Missing,Turn-down collar,Zip,Missing,Missing,Short,Loose Fit,Blue,train
SO221C1B3-Q11,jersey_dress,s.Oliver,Jersey,Print,Missing,Missing,V-neck,Flared,Short,Regular Fit,Black,train
AR321C0E8-M11,maxi_dress,ARMEDANGELS,Missing,Plain,Missing,Missing,Low-cut v-neck,Flared,Long,Regular Fit,Green,val
SC321C0B0-T11,knitted_dress,Scotch & Soda,Knit,Striped,Standing collar,Missing,Low-cut v-neck,Fitted,Long,Slim Fit,Orange,train
M9121C6OD-A11,knitted_dress,Mango,Knit,Plain,Standing collar,Missing,Crew neck,Fitted,Calf-length,Slim Fit,Beige,train
SU221C0VY-F11,evening_dress,Superdry,Missing,Plain,Standing collar,Missing,Low-cut v-neck,Straight,Extra short,Regular Fit,Gold,train
MYR21C03D-Q11,jersey_dress,My Essential Wardrobe,Knit,Plain,Standing collar,Missing,Crew neck,Straight,Knee-length,Loose Fit,Black,train
G5M21C060-Q11,casual_dress,Guido Maria Kretschmer Collection,Jersey,Plain,Missing,Zip,Low-cut v-neck,Fitted,Short,Regular Fit,Black,val
FAB21C0AC-I11,knitted_dress,faina,Rib,Plain,Standing collar,Missing,Crew neck,Fitted,Knee-length,Slim Fit,Pink,train
AN621C207-Q11,jersey_dress,Anna Field,Jersey,Plain,Missing,Zip,Crew neck,Body-hugging,Short,Slim Fit,Black,train
CLA21C0CE-K11,knitted_dress,Claudie Pierlot,Knit,Plain,Other,Missing,Missing,Fitted,Short,Slim Fit,Black,train
CR221C0RR-K13,casual_dress,Cream,Denim,Plain,Missing,Missing,Henley,Straight,Short,Regular Fit,Blue,val
C5B21C02I-K11,maxi_dress,CHIC by Lirette,Missing,Print,Missing,Laces,Backless,Flared,Long,Regular Fit,Orange,val
MA321C133-M11,casual_dress,Marc O'Polo,Missing,Marl,Standing collar,Missing,Backless,Flared,Calf-length,Regular Fit,Blue,train
NX321C3Z7-K12,maxi_dress,Next,Chiffon,Plain,Standing collar,Belt,Crew neck,Fitted,Long,Regular Fit,Black,train
HL421C09G-K11,knitted_dress,Hervé Léger,Knit,Plain,Missing,Zip,Backless,Fitted,Knee-length,Slim Fit,Blue,val
E0R21C0AG-K11,casual_dress,Ellos Collection,Missing,Plain,Standing collar,Belt,Low-cut v-neck,Fitted,Calf-length,Regular Fit,Blue,train
SE421C0B7-K11,casual_dress,Second Female,Missing,Floral,Missing,Zip,Low-cut v-neck,Straight,Knee-length,Regular Fit,Grey,train
WO421C01G-M11,jersey_dress,Wood Wood,Jersey,Print,Standing collar,Missing,Crew neck,Fitted,Calf-length,Slim Fit,Beige,val
SG721C0ZN-I11,evening_dress,Swing,Chiffon,Plain,Missing,Zip,Cache-coeur,Fitted,Knee-length,Regular Fit,Purple,train
H7V21C025-A11,evening_dress,Helen McAlinden Dublin,Satin,Plain,Standing collar,Zip,Crew neck,Straight,Short,Regular Fit,Beige,val
DA321C08J-Q11,casual_dress,DAY Birger et Mikkelsen,Satin,Plain,Missing,Zip,V-neck,Fitted,Calf-length,Regular Fit,Black,train
BB121C0Y8-K11,knitted_dress,BOSS,Knit,Marl,Turn-down collar,Missing,Missing,Fitted,Long,Regular Fit,Blue,val
GS121C0D9-K11,denim_dress,G-Star,Denim,Missing,Turn-down collar,Button,Missing,Fitted,Short,Regular Fit,Grey,train
ON321C3DF-Q11,jersey_dress,ONLY,Jersey,Marl,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Black,train
JY121C0TB-M12,jersey_dress,JDY,Jersey,Plain,Standing collar,Missing,Crew neck,Fitted,Knee-length,Regular Fit,Green,train
CLA21C0B2-Q11,casual_dress,Claudie Pierlot,Jersey,Plain,Standing collar,Zip,Crew neck,Flared,Calf-length,Regular Fit,Black,train
BY221C0GK-I11,knitted_dress,b.young,Knit,Plain,Other,Zip,Missing,Straight,Knee-length,Regular Fit,Purple,train
F2121C08N-K11,casual_dress,Fransa,Missing,Print,Missing,Belt,V-neck,Fitted,Calf-length,Regular Fit,Green,train
C2P21C0BN-Q11,casual_dress,Cache Cache,Chiffon,Print,Standing collar,Missing,Low-cut v-neck,Fitted,Short,Regular Fit,Brown,train
NX321C48G-M11,maxi_dress,Next,Missing,Print,Turn-down collar,Button,Low-cut v-neck,Straight,Long,Regular Fit,Beige,train
BB121C0WY-A11,shift_dress,BOSS,Jersey,Plain,Standing collar,Zip,Crew neck,Body-hugging,Calf-length,Skinny Fit,White,train
MEJ21C01A-Q11,jersey_dress,Merchcode,Jersey,Print,Missing,Missing,Crew neck,Straight,Knee-length,Regular Fit,Black,val
P1421C0WS-K11,jersey_dress,Patrizia Pepe,Jersey,Plain,Standing collar,Missing,Missing,Fitted,Short,Skinny Fit,Blue,train
TOL21C02C-T11,casual_dress,MY TRUE ME TOM TAILOR,Missing,Print,Turn-down collar,Button,Missing,Straight,Calf-length,Loose Fit,Blue,val
UR621C01Q-K12,jersey_dress,Urban Classics,Jersey,Plain,Standing collar,Missing,Crew neck,Straight,Knee-length,Loose Fit,Blue,val
VE121C42S-Q11,casual_dress,Vero Moda,Jersey,Plain,Missing,Missing,Low-cut v-neck,Fitted,Calf-length,Regular Fit,Black,val
EX429F05U-G11,knitted_dress,Anna Field MAMA,Rib,Plain,Missing,Missing,Low-cut v-neck,Body-hugging,Short,Skinny Fit,Red,train
M3I21C10L-Q11,occasion_dress,Massimo Dutti,Satin,Plain,Standing collar,Zip,Missing,Straight,Long,Regular Fit,Black,val
C1821C0H8-Q11,knitted_dress,Calvin Klein Jeans,Rib,Plain,Standing collar,Missing,Crew neck,Fitted,Short,Slim Fit,Black,train
A0Q21C0XE-Q11,maxi_dress,AllSaints,Satin,Plain,Standing collar,Button,Scoop neck,Flared,Long,Regular Fit,Black,val
L4221C1QO-J11,knitted_dress,Lauren Ralph Lauren,Other,Plain,Standing collar,Missing,Crew neck,Fitted,Long,Slim Fit,Pink,val
H0421C085-Q11,work_dress,Hollister Co.,Rib,Plain,Missing,Missing,Crew neck,Body-hugging,Knee-length,Skinny Fit,Black,val
L8321C099-M11,maxi_dress,LASCANA,Lace,Paisley,Missing,Missing,Backless,Flared,Long,Regular Fit,Green,train
EDD21C0ZH-Q11,knitted_dress,EDITED,Jersey,Plain,Standing collar,Missing,Backless,Body-hugging,Calf-length,Skinny Fit,Black,train
NII21C04T-Q11,knitted_dress,Nicowa,Rib,Plain,Standing collar,Missing,Crew neck,Fitted,Long,Skinny Fit,Black,val
M6429F1K4-Q11,jersey_dress,MAMALICIOUS,Rib,Plain,Standing collar,Missing,Crew neck,Straight,Calf-length,Regular Fit,Black,train
PUG21C009-Q11,knitted_dress,pure cashmere,Rib,Plain,Standing collar,Missing,V-neck,Fitted,Knee-length,Slim Fit,Black,val
ATJ21C02V-K11,evening_dress,GOLDNER,Jersey,Plain,Standing collar,Zip,Crew neck,Straight,Short,Slim Fit,Blue,train
ONR29F03A-Q11,casual_dress,ONLY MATERNITY,Missing,Plain,Standing collar,Missing,V-neck,Fitted,Knee-length,Regular Fit,Black,train
PE121C0VB-K11,casual_dress,Pepe Jeans,Chiffon,Floral,Missing,Button,V-neck,Fitted,Calf-length,Loose Fit,Blue,val
IZ021C036-E11,jersey_dress,IZIA,Chiffon,Colourful,Missing,Laces,Low-cut v-neck,Fitted,Long,Regular Fit,Green,train
V1021C32P-Q11,casual_dress,VILA,Jersey,Plain,Standing collar,Button,Crew neck,Flared,Short,Regular Fit,Black,train
V1021C44C-Q11,shift_dress,VILA,Jersey,Plain,Missing,Zip,Crew neck,Fitted,Short,Slim Fit,Black,train
L8321C02L-K11,maxi_dress,LASCANA,Chiffon,Print,Standing collar,Button,Crew neck,Fitted,Long,Regular Fit,Blue,val
RI521C083-J11,casual_dress,Rich & Royal,Lace,Plain,Standing collar,Missing,Low-cut v-neck,Flared,Short,Regular Fit,Pink,train
SO221C18F-A11,casual_dress,s.Oliver,Missing,Plain,Standing collar,Button,Low-cut v-neck,Flared,Knee-length,Regular Fit,White,train
P1421C0XT-A11,shift_dress,Patrizia Pepe,Missing,Plain,Lapel collar,Button,Missing,Fitted,Extra short,Slim Fit,Beige,val
NM321C0SA-Q11,casual_dress,Noisy May,Chiffon,Plain,Turn-down collar,Zip,Low-cut v-neck,Fitted,Extra short,Slim Fit,Black,train
VEB21C09V-M11,maxi_dress,Vero Moda Tall,Chiffon,Plain,Turn-down collar,Missing,Missing,Fitted,Calf-length,Regular Fit,Green,train
EDD21C127-Q11,casual_dress,EDITED,Knit,Plain,Standing collar,Zip,Crew neck,Fitted,Calf-length,Slim Fit,Black,val
MJV21C00C-A11,occasion_dress,MATSOUR'I,Tulle,Floral,Standing collar,Missing,Off-the-shoulder,Flared,Long,Regular Fit,White,train
FOD21C0ML-K11,evening_dress,Forever New,Chiffon,Plain,Missing,Button,Low-cut v-neck,Fitted,Long,Slim Fit,Black,val
IC221C0OW-G11,casual_dress,ICHI,Jersey,Colourful,Missing,Button,Low-cut v-neck,Fitted,Calf-length,Regular Fit,Beige,train
M5921C11G-Q11,knitted_dress,Morgan,Rib,Plain,Polo neck,Missing,Crew neck,Body-hugging,Extra short,Skinny Fit,Black,train
V1021C3TU-I11,maxi_dress,VILA,Chiffon,Floral,Ruffle collar,Zip,Backless,Flared,Long,Regular Fit,Pink,val
AN621C1ZV-K11,jersey_dress,Anna Field,Jersey,Plain,Missing,Zip,Boat neck,Fitted,Knee-length,Skinny Fit,Blue,train
LYE21C00Y-K11,jersey_dress,Lykka du Nord,Jersey,Floral,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Blue,train
C1821C0IM-Q11,knitted_dress,Calvin Klein Jeans,Rib,Print,Standing collar,Missing,Crew neck,Fitted,Extra short,Slim Fit,Grey,train
AN121C1L8-T11,casual_dress,Ana Alcazar,Satin,Paisley,Standing collar,Missing,Low-cut v-neck,Flared,Calf-length,Regular Fit,Blue,train
V1021C2CB-N13,casual_dress,VILA,Other,Plain,Missing,Laces,Cache-coeur,Fitted,Calf-length,Regular Fit,Green,val
CO121C1AM-A11,casual_dress,comma,Satin,Plain,Missing,Button,Low-cut v-neck,Fitted,Short,Regular Fit,White,train
KA321C16I-Q11,jersey_dress,Kaffe,Knit,Plain,Standing collar,Missing,Crew neck,Straight,Calf-length,Regular Fit,Black,train
4AP21C29B-K11,maxi_dress,Apart,Denim,Print,Lapel collar,Missing,Missing,Flared,Long,Regular Fit,Beige,train
FAB21C091-Q11,knitted_dress,faina,Knit,Missing,Standing collar,Missing,Crew neck,Straight,Long,Regular Fit,Black,val
F0I21C08X-T11,casual_dress,Farm Rio,Missing,Colourful,Missing,Missing,Backless,Flared,Extra short,Regular Fit,Yellow,val
SHI21C0LG-K11,evening_dress,Sheego,Chiffon,Plain,Missing,Missing,Crew neck,Flared,Calf-length,Regular Fit,Grey,train
MK121C0RL-A11,knitted_dress,MICHAEL Michael Kors,Knit,Missing,Standing collar,Missing,Crew neck,Fitted,Short,Slim Fit,Beige,train
NA521C1O4-Q11,evening_dress,NAF NAF,Satin,Plain,Missing,Zip,Backless,Flared,Short,Regular Fit,Black,train
VE121C42P-Q11,casual_dress,Vero Moda,Satin,Plain,Turn-down collar,Button,Low-cut v-neck,Fitted,Calf-length,Loose Fit,Black,train
NII21C067-K11,evening_dress,Nicowa,Tulle,Plain,Ruffle collar,Zip,Backless,Fitted,Short,Slim Fit,Blue,train
S3821C08V-Q11,evening_dress,2nd Day,Other,Plain,Standing collar,Zip,Crew neck,Fitted,Extra short,Slim Fit,Black,val
V1021C2OL-M13,knitted_dress,VILA,Knit,Marl,Standing collar,Missing,Crew neck,Straight,Knee-length,Regular Fit,Green,train
ON321C3KB-K11,casual_dress,ONLY,Missing,Floral,Missing,Laces,Cache-coeur,Fitted,Extra short,Regular Fit,Grey,train
VE121C430-Q11,knitted_dress,Vero Moda,Rib,Plain,Standing collar,Missing,Crew neck,Straight,Calf-length,Slim Fit,Black,train
M3R21C03X-Q11,casual_dress,Marc Aurel,Jersey,Plain,Missing,Missing,Crew neck,Missing,Knee-length,Missing,Black,train
UR621C01V-H12,jersey_dress,Urban Classics,Jersey,Plain,Standing collar,Missing,Crew neck,Flared,Short,Regular Fit,Orange,val
MW721C0BX-G11,evening_dress,WEEKEND MaxMara,Satin,Plain,Missing,Belt,Cache-coeur,Fitted,Knee-length,Regular Fit,Orange,train
R9021C00S-K11,evening_dress,Rachel Gilbert,Satin,Plain,Standing collar,Zip,Missing,Fitted,Calf-length,Slim Fit,Blue,train
BY221I08Q-C11,knitted_dress,b.young,Knit,Plain,Standing collar,Missing,Crew neck,Straight,Calf-length,Regular Fit,Grey,val
KRG21C03Z-Q11,evening_dress,Kraimod,Other,Plain,Standing collar,Zip,Crew neck,Flared,Knee-length,Regular Fit,Brown,val
AD121C0BI-G11,work_dress,adidas Originals,Jersey,Plain,Missing,Missing,Backless,Fitted,Knee-length,Slim Fit,Red,val
M9121C6WO-G11,casual_dress,Mango,Missing,Plain,Missing,Button,Crew neck,Flared,Knee-length,Slim Fit,Red,train
TA021C0E3-E11,casual_dress,Taifun,Missing,Floral,Missing,Belt,Low-cut v-neck,Fitted,Calf-length,Regular Fit,Yellow,val
MK121C0RC-J11,evening_dress,MICHAEL Michael Kors,Lace,Checked,Missing,Zip,Crew neck,Fitted,Short,Regular Fit,Purple,train
R0021C00C-O11,knitted_dress,Repeat,Knit,Marl,Standing collar,Missing,Crew neck,Flared,Knee-length,Regular Fit,Brown,train
M0921C0IR-A11,occasion_dress,Mascara,Chiffon,Plain,Standing collar,Zip,Low-cut v-neck,Fitted,Long,Slim Fit,White,train
EVB21C03O-Q11,casual_dress,Even&Odd Curvy,Rib,Plain,Missing,Missing,Low-cut v-neck,Body-hugging,Short,Slim Fit,Black,train
BR321C0EI-K11,maxi_dress,Bruuns Bazaar,Chiffon,Plain,Missing,Button,V-neck,Straight,Calf-length,Regular Fit,Blue,train
CR221C0TB-K11,casual_dress,Cream,Missing,Paisley,Standing collar,Missing,Henley,Flared,Knee-length,Loose Fit,Blue,train
P1421C0XA-J11,occasion_dress,Patrizia Pepe,Chiffon,Plain,Standing collar,Laces,Cache-coeur,Fitted,Long,Regular Fit,Pink,val
M9121C6S6-Q11,knitted_dress,Mango,Rib,Plain,Standing collar,Belt,Crew neck,Fitted,Calf-length,Slim Fit,Black,train
K0521C04M-T11,evening_dress,kate spade new york,Missing,Colourful,Standing collar,Button,Crew neck,Straight,Extra short,Regular Fit,Black,train
VM321C12H-K11,casual_dress,Vera Mont,Chiffon,Floral,Standing collar,Zip,Crew neck,Fitted,Short,Regular Fit,Blue,train
ON321C376-J11,casual_dress,ONLY,Tulle,Floral,Standing collar,Missing,Missing,Body-hugging,Calf-length,Skinny Fit,Pink,val
SCF21C04C-T11,jersey_dress,Scalpers,Jersey,Striped,Standing collar,Missing,Crew neck,Flared,Long,Regular Fit,Orange,val
MQ921C0GI-Q11,shift_dress,MAX&Co.,Knit,Plain,Lapel collar,Button,Missing,Fitted,Extra short,Regular Fit,Black,train
SG721C0ZJ-K11,evening_dress,Swing,Jersey,Floral,Missing,Zip,Backless,Flared,Short,Regular Fit,Blue,val
DF221C0HQ-K11,casual_dress,Diane von Furstenberg,Jersey,Print,Missing,Laces,Cache-coeur,Fitted,Short,Slim Fit,Green,train
F0I21C0AN-G11,evening_dress,Farm Rio,Satin,Plain,Missing,Zip,Square neck,Straight,Long,Loose Fit,Orange,train
LCB21C020-O11,casual_dress,Lollys Laundry,Chiffon,Animal print,Missing,Laces,Backless,Straight,Calf-length,Loose Fit,Brown,train
Y0121C2LE-I11,occasion_dress,YAS,Satin,Plain,Missing,Missing,Low-cut v-neck,Cocoon,Calf-length,Loose Fit,Purple,train
SHI21C0W0-J11,casual_dress,Sheego,Missing,Floral,Missing,Button,Low-cut v-neck,Fitted,Calf-length,Regular Fit,Pink,val
NII21C05N-D11,occasion_dress,Nicowa,Missing,Marl,Missing,Zip,Cache-coeur,Fitted,Long,Regular Fit,Silver,val
LQA21C04H-T11,casual_dress,Laurella,Missing,Floral,Missing,Zip,Square neck,Straight,Extra short,Slim Fit,Orange,train
R5921C0HH-K11,jersey_dress,Ragwear,Jersey,Print,Standing collar,Missing,Crew neck,Fitted,Knee-length,Regular Fit,Blue,train
ADK21C08V-J11,casual_dress,adL,Jersey,Plain,Missing,Zip,Low-cut v-neck,Flared,Extra short,Regular Fit,Pink,train
L4221C0WP-Q11,occasion_dress,Lauren Ralph Lauren,Jersey,Plain,Standing collar,Missing,Backless,Missing,Long,Regular Fit,Black,train
Z1721C1KV-Q11,knitted_dress,Zizzi,Knit,Striped,Other,Missing,Missing,Straight,Knee-length,Loose Fit,Beige,train
S2Q21C0BB-C11,jersey_dress,Studio Untold,Jersey,Marl,Standing collar,Belt,Crew neck,Fitted,Calf-length,Regular Fit,Grey,train
UP121C1FF-Q11,jersey_dress,Ulla Popken,Jersey,Plain,Standing collar,Missing,Square neck,Flared,Calf-length,Regular Fit,Black,train
L2E89M000-Q11,jersey_dress,Lindex,Jersey,Plain,Missing,Missing,Crew neck,Fitted,Calf-length,Slim Fit,Black,val
SG721C0XP-I11,evening_dress,Swing,Missing,Missing,Missing,Zip,Cache-coeur,Straight,Short,Slim Fit,Purple,train
L4221C1KT-K11,casual_dress,Lauren Ralph Lauren,Jersey,Plain,Standing collar,Zip,Crew neck,Fitted,Knee-length,Slim Fit,Blue,train
VE121C41P-Q11,casual_dress,Vero Moda,Jersey,Print,Standing collar,Missing,V-neck,Flared,Long,Regular Fit,Orange,train
YA021C06U-M12,maxi_dress,YAS Tall,Chiffon,Floral,Turn-down collar,Button,Missing,Straight,Long,Regular Fit,Blue,train
CU221C0HW-Q11,casual_dress,Culture,Jersey,Striped,Standing collar,Button,Crew neck,Flared,Calf-length,Regular Fit,Brown,val
V1021C3ZF-K11,maxi_dress,VILA,Chiffon,Floral,Turn-down collar,Button,Missing,Fitted,Long,Regular Fit,Brown,val
SO221C199-C11,jersey_dress,s.Oliver,Jersey,Marl,Standing collar,Missing,Crew neck,Flared,Knee-length,Loose Fit,Grey,train
JA441L00L-K12,jersey_dress,Jack Wolfskin,Jersey,Marl,Standing collar,Missing,Crew neck,Flared,Short,Regular Fit,Grey,val
KRG21C043-K11,occasion_dress,Kraimod,Chiffon,Plain,Missing,Zip,Backless,Flared,Long,Regular Fit,Blue,train
MUO21C02B-J11,casual_dress,MUNTHE,Satin,Print,Standing collar,Missing,Crew neck,Straight,Calf-length,Regular Fit,Green,train
VEB21C0J4-K11,maxi_dress,Vero Moda Tall,Missing,Plain,Missing,Button,Low-cut v-neck,Fitted,Long,Regular Fit,Blue,val
C2P21C0CO-Q11,casual_dress,Cache Cache,Jersey,Plain,Standing collar,Missing,Low-cut v-neck,Fitted,Short,Regular Fit,Black,train
KA321C16M-Q11,casual_dress,Kaffe,Knit,Print,Missing,Belt,Cache-coeur,Fitted,Short,Regular Fit,Beige,val
KA321C114-K11,casual_dress,Kaffe,Chiffon,Print,Standing collar,Missing,Low-cut v-neck,Flared,Knee-length,Regular Fit,Blue,val
SAD21C0IL-K11,maxi_dress,sandro,Missing,Floral,Standing collar,Button,Missing,Fitted,Long,Regular Fit,Green,train
NX321C3YE-Q11,casual_dress,Next,Chiffon,Print,Standing collar,Button,Crew neck,Fitted,Short,Regular Fit,Beige,train
BU321C00S-J11,maxi_dress,Buffalo,Jersey,Floral,Missing,Missing,Backless,Flared,Long,Regular Fit,Brown,train
BY221C0GK-C11,knitted_dress,b.young,Knit,Plain,Other,Zip,Missing,Straight,Knee-length,Loose Fit,Beige,val
G5M21C08I-H11,casual_dress,Guido Maria Kretschmer Collection,Chiffon,Plain,Standing collar,Missing,Crew neck,Fitted,Calf-length,Regular Fit,Orange,train
AN621C1YD-Q11,casual_dress,Anna Field,Chiffon,Floral,Standing collar,Button,Missing,Fitted,Calf-length,Regular Fit,Pink,train
V0921C093-B11,knitted_dress,Victoria Beckham,Knit,Striped,Missing,Missing,Low-cut v-neck,Straight,Short,Regular Fit,Beige,train
VM321C0R4-M11,occasion_dress,Vera Mont,Chiffon,Plain,Standing collar,Zip,Backless,Fitted,Long,Regular Fit,Green,train
UR621C006-O11,maxi_dress,Urban Classics,Jersey,Plain,Standing collar,Missing,Missing,Straight,Long,Regular Fit,Brown,train
F2121C07X-I11,knitted_dress,Fransa,Knit,Marl,Standing collar,Missing,Crew neck,Fitted,Knee-length,Regular Fit,Purple,train
MSZ21C016-N11,maxi_dress,Moda Romantica,Chiffon,Plain,Standing collar,Laces,Low-cut v-neck,Straight,Long,Regular Fit,Silver,val
IZ021C04C-Q11,casual_dress,IZIA,Satin,Marl,Standing collar,Button,Crew neck,Fitted,Short,Regular Fit,Black,train
TO721C0CW-A11,maxi_dress,TOM TAILOR DENIM,Mesh,Paisley,Standing collar,Missing,Missing,Straight,Long,Regular Fit,Silver,val
BYC21C048-P11,evening_dress,By Malina,Missing,Print,Standing collar,Zip,Backless,Fitted,Short,Regular Fit,Green,val
G4W21C02F-Q11,casual_dress,Guido Maria Kretschmer Curvy Collection,Chiffon,Print,Standing collar,Missing,Low-cut v-neck,Fitted,Knee-length,Regular Fit,Brown,train
VE121C4BE-Q11,knitted_dress,Vero Moda,Knit,Plain,Standing collar,Missing,Low-cut v-neck,Straight,Calf-length,Loose Fit,Black,train
TOB21C0CS-Q11,casual_dress,Tommy Jeans,Jersey,Plain,Standing collar,Missing,Crew neck,Body-hugging,Calf-length,Skinny Fit,Black,train
